Train_No,Train_Name,Source_Station_Name,Destination_Station_Name,days,Service_Category
16576,MAJN-YPR TRI,MANGALORE JN,YESVANTPUR JN.,SATURDAY,Weekend
16606,NCJ- MAQ EXP,NAGERCOIL JN.,MANGALORE CENTRAL,SATURDAY,Weekend
16616,CHEMMOZHI EX,COIMBATORE  JN.,MANNARGUDI,SATURDAY,Weekend
16630,MALABAR EXPR,MANGALORE CENTRAL,TRIVANDRUM CENTRAL,SATURDAY,Weekend
16724,QLN-MS ANANT,QUILON,CHENNAI EGMORE,SATURDAY,Weekend
16792,PGT-PUU PALA,PALAKKAD JN,PUNALUR,SATURDAY,Weekend
16858,MAQ-PDY WKLY,MANGALORE CENTRAL,PONDICHERRY,SATURDAY,Weekend
16861,PDY-CAPE WKL,PONDICHERRY,KANNIYAKUMARI,SATURDAY,Weekend
17002,SC-SNSI EXP,SECUNDERABAD JN.,SAI NAGAR SHIRDI,SATURDAY,Weekend
17012,SKZR-SC-INTE,SIRPURKAGHAZ NAGAR,SECUNDERABAD JN.,SATURDAY,Weekend
17032,HYB-CSMT MUM,HYDERABAD DECCAN,CST-MUMBAI,SATURDAY,Weekend
17063,MMR-SC AJANT,MANMAD JN.,SECUNDERABAD JN.,SATURDAY,Weekend
17213,NS-NSL EXP,NARASAPUR,NAGARSOL,SATURDAY,Weekend
17225,BZA-UBL AMAR,VIJAYWADA JN.,HUBLI JN.,SATURDAY,Weekend
17234,BPQ-SC BHAGY,BALHARSHAH,SECUNDERABAD JN.,SATURDAY,Weekend
17301,MYS DHARWAD,MYSORE JN.,DHARWAD,SATURDAY,Weekend
17302,DWR MYSORE E,DHARWAD,MYSORE JN.,SATURDAY,Weekend
17305,UBL-LD-NZM L,HUBLI JN.,LONDA JN.,SATURDAY,Weekend
17310,YPR VASCO EX,VASCO-DA-GAMA,YESVANTPUR JN.,SATURDAY,Weekend
17312,VSG- CHENNAI,VASCO-DA-GAMA,CHENNAI CENTRAL,SATURDAY,Weekend
17322,LTT-UBL WEEK,LOKMANYA TILAK TERMINUS,HUBLI JN.,SATURDAY,Weekend
17401,TPTY-MTM NS,TIRUPATI,MACHILIPATNAM,SATURDAY,Weekend
17402,NS MTM-TPTY,MACHILIPATNAM,TIRUPATI,SATURDAY,Weekend
17606,KCG-MAQ EXP,KACHEGUDA,MANGALORE CENTRAL,SATURDAY,Weekend
17614,NED-PNVL EXP,NANDED,PANVEL,SATURDAY,Weekend
17621,AWB-RU EXP,AURANGABAD,RENIGUNTA JN.,SATURDAY,Weekend
17642,NRKR-KCG,NARKHER,KACHEGUDA,SATURDAY,Weekend
18006,JDB-KRPU-HWH,JAGADALPUR,HOWRAH JN.,SATURDAY,Weekend
18047,HWH-VSGAMARA,HOWRAH JN.,VASCO-DA-GAMA,SATURDAY,Weekend
18191,CHHAPRA-CPA,CHHAPRA JN.,FARRUKHABAD JN,SATURDAY,Weekend
18204,CNB - DURG B,KANPUR CENTRAL JN.,DURG,SATURDAY,Weekend
18211,DURG - JDB E,DURG,JAGADALPUR,SATURDAY,Weekend
18234,BSP-INDB NAR,BILASPUR JN.,INDORE BG,SATURDAY,Weekend
18236,BSP-BPL PASS,BILASPUR JN.,BHOPAL,SATURDAY,Weekend
18244,BGKT-BSP EXP,BHAGAT-KI-KOTHI,BILASPUR JN.,SATURDAY,Weekend
18247,BSP-REWA,BILASPUR JN.,REWA,SATURDAY,Weekend
18310,JAT MURI SBP,MURI,SAMBALPUR JN.,SATURDAY,Weekend
18408,SNSI-PURI WE,SAI NAGAR SHIRDI,PURI,SATURDAY,Weekend
18409,SRIJAGANNATH,HOWRAH JN.,PURI,SATURDAY,Weekend
18413,PRDP-PURI IN,PARADEEP,PURI,SATURDAY,Weekend
18437,BBS-JNRD LIN,RAYAGADA JN.,JUNAGARH ROAD,SATURDAY,Weekend
18451,HTE-PURI TAP,HATIA,PURI,SATURDAY,Weekend
18452,PURI-HTE TAP,PURI,HATIA,SATURDAY,Weekend
18464,SBC-BBS PRAS,KRANTIVIRA SANGOLLI RAYANNA (BENGALURU STATION),BHUBANESWAR,SATURDAY,Weekend
18511,KRPU-VSKP BI,KORAPUT JN.,VISAKHAPATNAM,SATURDAY,Weekend
18568,QLN-VSKP WEE,QUILON,VISAKHAPATNAM,SATURDAY,Weekend
18612,BSB RNC EXPR,VARANASI JN.,RANCHI,SATURDAY,Weekend
18613,RNC CPU EXPR,RANCHI,CHOPAN,SATURDAY,Weekend
18638,BNC - HTE WE,BANGALORE CANTT.,HATIA,SATURDAY,Weekend
19020,DEHRADUN EXP,DEHRA DUN,BANDRA TERMINUS,SATURDAY,Weekend
19027,VIVEK EXPRES,BANDRA TERMINUS,JAMMU TAWI,SATURDAY,Weekend
19039,AVADH EXPRES,BANDRA TERMINUS,MUZAFFARPUR JN.,SATURDAY,Weekend
19053,ST MFP EXPRE,SURAT,MUZAFFARPUR JN.,SATURDAY,Weekend
19168,SABARMATI EX,VARANASI JN.,AHMEDABAD,SATURDAY,Weekend
19215,SAURASHTRA E,MUMBAI CENTRAL,PORBANDAR,SATURDAY,Weekend
19264,DEE PORBNDR,DELHI-SARAI ROHILLA,PORBANDAR,SATURDAY,Weekend
19324,INDB INTERCI,BHOPAL,INDORE BG,SATURDAY,Weekend
19329,VEER BHUMI E,INDORE BG,UDAIPUR CITY,SATURDAY,Weekend
19404,SLN ADI EXP,SULTANPUR JN.,AHMEDABAD,SATURDAY,Weekend
19414,KOAA ADI EXP,KOLKATA,AHMEDABAD,SATURDAY,Weekend
19415,ADI SVDK EXP,AHMEDABAD,SHRI MATA VAISHNO DEVI KATRA,SATURDAY,Weekend
19419,MAS ADI EXPR,CHENNAI CENTRAL,AHMEDABAD,SATURDAY,Weekend
19568,VIVEK EXPRES,OKHA,TUTICORIN,SATURDAY,Weekend
19577,TEN  JAM EXP,TIRUNELVELI JN,JAMNAGAR,SATURDAY,Weekend
19578,JAM TEN EXPR,JAMNAGAR,TIRUNELVELI JN,SATURDAY,Weekend
19579,RJT DEE EXPR,RAJKOT,DELHI-SARAI ROHILLA,SATURDAY,Weekend
19613,AJMER ASR EX,AJMER JN.,AMRITSAR JN.,SATURDAY,Weekend
19659,SHM UDZ EXPR,SHALIMAR,UDAIPUR CITY,SATURDAY,Weekend
19660,UDZ SHM EXP,UDAIPUR CITY,SHALIMAR,SATURDAY,Weekend
19713,JP SC EXP,JAIPUR JN.,SECUNDERABAD JN.,SATURDAY,Weekend
19715,JP LJN EXP,JAIPUR JN.,LUCKNOW JN.,SATURDAY,Weekend
19806,UHP-KOTA WEE,UDHAMPUR,KOTA,SATURDAY,Weekend
19807,KOTA-JP EXP,KOTA,JAIPUR JN.,SATURDAY,Weekend
20502,ANVT - AGTL,ANAND VIHAR TERMINAL,AGARTALA,SATURDAY,Weekend
20602,MDU-MAS WEEK,MADURAI JN,CHENNAI CENTRAL,SATURDAY,Weekend
20814,JODHPUR-PURI,JODHPUR JN.,PURI,SATURDAY,Weekend
20817,BBS-NDLS VIA,BHUBANESWAR,NEW DELHI,SATURDAY,Weekend
21067,LTT-PBH-RBL,PARTAPGARH JN.,RAE BARELI JN.,SATURDAY,Weekend
21107,KURJ-BSB LIN,KHAJAURAHO,MAHOBA,SATURDAY,Weekend
22102,MMR-CSMT RAJ,MANMAD JN.,CST-MUMBAI,SATURDAY,Weekend
22111,BSL-NGP INTE,BHUSAVAL JN.,NAGPUR JN.(CR),SATURDAY,Weekend
22122,LKO-LTT AC S,LUCKNOW JN.,LOKMANYA TILAK TERMINUS,SATURDAY,Weekend
22124,AJNI-PUNE-AC,AJNI,PUNE JN.,SATURDAY,Weekend
22143,CSMT-BIDAR E,CST-MUMBAI,BIDAR,SATURDAY,Weekend
22145,PVR - MIRAJ,PANDHARPUR,MIRAJ JN.,SATURDAY,Weekend
22146,MRJ -PVR SUP,MIRAJ JN.,PANDHARPUR,SATURDAY,Weekend
22161,BHOPAL-DAMOH,BHOPAL,DAMOH,SATURDAY,Weekend
22209,NDLS DURONTO,MUMBAI CENTRAL,NEW DELHI,SATURDAY,Weekend
22308,BKN-MTD,BIKANER JN.,MERTA ROAD JN.,SATURDAY,Weekend
22309,HWH NJP AC E,HOWRAH JN.,NEW JALPAIGURI JN,SATURDAY,Weekend
22323,KOAA GCT SHA,KOLKATA,GHAZIPUR CITY,SATURDAY,Weekend
22410,ANVT-GAYA GA,ANAND VIHAR TERMINAL,GAYA JN.,SATURDAY,Weekend
22412,NDLS-NHLN AC,NEW DELHI,NAHARLAGUN,SATURDAY,Weekend
22418,MAHAMANA EXP,NEW DELHI,VARANASI JN.,SATURDAY,Weekend
22427,BUI-ANVT SUF,BALLIA,ANAND VIHAR TERMINAL,SATURDAY,Weekend
22432,UHP-ALD BI-W,UDHAMPUR,ALLAHABAD JN.,SATURDAY,Weekend
22444,BDTS  CNB EX,BANDRA TERMINUS,KANPUR CENTRAL JN.,SATURDAY,Weekend
22452,CDG - BDTS E,CHANDIGARH,BANDRA TERMINUS,SATURDAY,Weekend
22463,MTD-BKN  LIN,MERTA ROAD JN.,BIKANER JN.,SATURDAY,Weekend
22476,CBE BKN AC S,COIMBATORE  JN.,BIKANER JN.,SATURDAY,Weekend
22482,DEE JU SF EX,DELHI-SARAI ROHILLA,JODHPUR JN.,SATURDAY,Weekend
22484,JODHPUR EXPR,GANDHIDHAM JN.,JODHPUR JN.,SATURDAY,Weekend
22512,KARMABHOOMI,KAMAKHYA JN,LOKMANYA TILAK TERMINUS,SATURDAY,Weekend
22605,PRR-VM WKLY,PURULIA JN.,VILLUPURAM JN.,SATURDAY,Weekend
22608,ERNAKULAM SF,KRANTIVIRA SANGOLLI RAYANNA (BENGALURU STATION),ERNAKULAM. JN,SATURDAY,Weekend
22611,MAS NJP EXPR,CHENNAI CENTRAL,NEW JALPAIGURI JN,SATURDAY,Weekend
22626,SBC-MAS AC D,KRANTIVIRA SANGOLLI RAYANNA (BENGALURU STATION),CHENNAI CENTRAL,SATURDAY,Weekend
22635,MAQ INTERCIT,MADGOAN JN.,MANGALORE CENTRAL,SATURDAY,Weekend
22643,PATNA EXPRES,ERNAKULAM. JN,PATNA JN.,SATURDAY,Weekend
22647,KRBA TVC EXP,KORBA,TRIVANDRUM CENTRAL,SATURDAY,Weekend
22654,NZM-TVC WKLY,HAZRAT NIZAMUDDIN JN,TRIVANDRUM CENTRAL,SATURDAY,Weekend
22659,KCVL-DDN  EX,KOCHUVELI,DEHRA DUN,SATURDAY,Weekend
22662,RMM-MS SUPER,RAMESWARAM,CHENNAI EGMORE,SATURDAY,Weekend
22679,YPR-HAS SUPE,YESVANTPUR JN.,HASSAN JN.,SATURDAY,Weekend
22687,SRE-CDG LINK,SAHARANPUR JN.,CHANDIGARH,SATURDAY,Weekend
22807,SRC - MAS AC,SANTRAGACHI JN.,CHENNAI CENTRAL,SATURDAY,Weekend
22809,PRDP-VSKP WE,PARADEEP,VISAKHAPATNAM,SATURDAY,Weekend
22821,JHG-PRR BI-W,JHARGRAM,PURULIA JN.,SATURDAY,Weekend
22825,SHM - MAS S/,SHALIMAR,CHENNAI CENTRAL,SATURDAY,Weekend
22838,ERS HTE DHAR,ERNAKULAM. JN,HATIA,SATURDAY,Weekend
22848,LTT-VSKP S/F,LOKMANYA TILAK TERMINUS,VISAKHAPATNAM,SATURDAY,Weekend
22857,SRC ANVT WEE,SANTRAGACHI JN.,ANAND VIHAR TERMINAL,SATURDAY,Weekend
22859,PURI-MAS S/F,PURI,CHENNAI CENTRAL,SATURDAY,Weekend
22875,KGP-PRR EXPR,KHARAGPUR,PURULIA JN.,SATURDAY,Weekend
22877,HWH-ERS ANTY,HOWRAH JN.,ERNAKULAM. JN,SATURDAY,Weekend
22881,PUNE-BBS S/F,PUNE JN.,BHUBANESWAR,SATURDAY,Weekend
22910,PURI VALSAD,PURI,VALSAD,SATURDAY,Weekend
22914,PATNA BDTS H,PATNA JN.,BANDRA TERMINUS,SATURDAY,Weekend
22925,UMB - KLK LI,AMBALA CANTT JN,KALKA,SATURDAY,Weekend
22930,BRC BLD EXP,VADODARA JN.,BHILAD,SATURDAY,Weekend
22934,JP BDTS SF E,JAIPUR JN.,BANDRA TERMINUS,SATURDAY,Weekend
22937,RAJKOT REWA,RAJKOT,REWA,SATURDAY,Weekend
22940,BSP HAPA EXP,BILASPUR JN.,HAPA,SATURDAY,Weekend
22941,INDB JAT SF,INDORE BG,JAMMU TAWI,SATURDAY,Weekend
22942,JAT INDB SF,JAMMU TAWI,INDORE BG,SATURDAY,Weekend
22955,KUTCH EXPRES,BANDRA TERMINUS,NEW BHUJ,SATURDAY,Weekend
22967,ADI ALD EXPR,AHMEDABAD,ALLAHABAD JN.,SATURDAY,Weekend
22969,OKHA BSB EXP,OKHA,VARANASI JN.,SATURDAY,Weekend
22982,KOTA-HMH -KO,SHRI GANGANAGAR,KOTA,SATURDAY,Weekend
24042,KTW-NBD,KOTDWARA,NAJIBABAD JN.,SATURDAY,Weekend
24227,VARUNA EXPRE,VARANASI JN.,KANPUR CENTRAL JN.,SATURDAY,Weekend
25013,CORBETT PARK,MORADABAD JN.,RAMNAGAR,SATURDAY,Weekend
25658,KUNCHAN JUNG,SILCHAR,SEALDAH,SATURDAY,Weekend
28181,BJU-KIR EXP,BARAUNI JN.,KATIHAR JN.,SATURDAY,Weekend
30112,BP - MJT LOC,BARRACKPORE,MAJERHAT,SATURDAY,Weekend
30121,MJT-NH LOCAL,NEW ALIPUR (CALCUTTA),NAIHATI JN.,SATURDAY,Weekend
30122,NH - MJT LOC,NAIHATI JN.,BALLYGUNGE JN.,SATURDAY,Weekend
30314,DTK-MJT LOCA,DATTAPUKUR,MAJERHAT,SATURDAY,Weekend
30324,HNB-PPGT LOC,HASANABAD,PRINCEP GHAT,SATURDAY,Weekend
30333,MJT-HB  LOCA,MAJERHAT,HABRA,SATURDAY,Weekend
30511,CHT - MJT LO,CHAMPAHATI,MAJERHAT,SATURDAY,Weekend
31217,SDAH - BP LO,SEALDAH,BARRACKPORE,SATURDAY,Weekend
31225,SDAH-BPLOCAL,SEALDAH,BARRACKPORE,SATURDAY,Weekend
31230,BP-SDAH LOCA,BARRACKPORE,SEALDAH,SATURDAY,Weekend
31235,SDAH - BP LO,SEALDAH,BARRACKPORE,SATURDAY,Weekend
31237,SDAH BP LOCA,SEALDAH,BARRACKPORE,SATURDAY,Weekend
31238,BP-SDAH LOCA,BARRACKPORE,SEALDAH,SATURDAY,Weekend
31315,SDAH-KLYM LO,SEALDAH,KALYANI SIMANTA,SATURDAY,Weekend
31325,SDAH - KLYM,SEALDAH,KALYANI SIMANTA,SATURDAY,Weekend
31512,STB - SDAH L,SHANTIPUR JN.,SEALDAH,SATURDAY,Weekend
31518,STB - SDAH L,SHANTIPUR JN.,SEALDAH,SATURDAY,Weekend
31529,SDAH-STB LOC,SEALDAH,SHANTIPUR JN.,SATURDAY,Weekend
31531,SDAH- STB LO,SEALDAH,SHANTIPUR JN.,SATURDAY,Weekend
31536,STB - SDAH L,SHANTIPUR JN.,SEALDAH,SATURDAY,Weekend
31619,SDAH-RHA LOC,SEALDAH,RANAGHAT JN.,SATURDAY,Weekend
31623,SDAH - RHA L,SEALDAH,RANAGHAT JN.,SATURDAY,Weekend
31628,RHA - SDAH L,RANAGHAT JN.,SEALDAH,SATURDAY,Weekend
31629,SDAH-RHA LOC,SEALDAH,RANAGHAT JN.,SATURDAY,Weekend
31630,RHA - SDAH L,RANAGHAT JN.,SEALDAH,SATURDAY,Weekend
31632,RHA-SDAH LOC,RANAGHAT JN.,SEALDAH,SATURDAY,Weekend
31714,RHA-NH LOCAL,RANAGHAT JN.,NAIHATI JN.,SATURDAY,Weekend
31725,RHA - KNJ,RANAGHAT JN.,KRISHNA NAGAR CITY JN.,SATURDAY,Weekend
31742,GEDE-RHA LOC,GEDE,RANAGHAT JN.,SATURDAY,Weekend
31745,RHA - GEDE L,RANAGHAT JN.,GEDE,SATURDAY,Weekend
31747,RHA-GEDE LOC,RANAGHAT JN.,GEDE,SATURDAY,Weekend
31766,LGL-RHA EMU,LALGOLA,RANAGHAT JN.,SATURDAY,Weekend
31786,STB-RHA LOCA,SHANTIPUR JN.,RANAGHAT JN.,SATURDAY,Weekend
31814,KNJ - SDAH,KRISHNA NAGAR CITY JN.,SEALDAH,SATURDAY,Weekend
31823,SDAH-KNJ LOC,SEALDAH,KRISHNA NAGAR CITY JN.,SATURDAY,Weekend
31824,KNJ - SDAH,KRISHNA NAGAR CITY JN.,SEALDAH,SATURDAY,Weekend
31825,SDAH-KNJ LOC,SEALDAH,KRISHNA NAGAR CITY JN.,SATURDAY,Weekend
31828,KNJ - SDAH,KRISHNA NAGAR CITY JN.,SEALDAH,SATURDAY,Weekend
31831,SDAH-KNJ LOC,SEALDAH,KRISHNA NAGAR CITY JN.,SATURDAY,Weekend
31833,SDAH-KNJ LOC,SEALDAH,KRISHNA NAGAR CITY JN.,SATURDAY,Weekend
31912,GEDE - SDAH,GEDE,SEALDAH,SATURDAY,Weekend
31916,GEDE - SDAH,GEDE,SEALDAH,SATURDAY,Weekend
32211,SDAH-DKAE LO,SEALDAH,DANKUNI JN.,SATURDAY,Weekend
32222,DKAE-SDAH LO,DANKUNI JN.,SEALDAH,SATURDAY,Weekend
32223,SDAH-DKAE LO,SEALDAH,DANKUNI JN.,SATURDAY,Weekend
33212,DDJ - SDAH L,DUM DUM JN.,SEALDAH,SATURDAY,Weekend
33262,BT - DDJ LOC,BARASAT JN.,DUM DUM JN.,SATURDAY,Weekend
33363,BT -BNJ LOCA,BARASAT JN.,BANGAON JN.,SATURDAY,Weekend
33412,DDC-SDAH LOC,DUMDUM CANTONMENT,SEALDAH,SATURDAY,Weekend
33421,SDAH-MMG LOC,SEALDAH,MADHYAM GRAM,SATURDAY,Weekend
33434,BT - SDAH LO,BARASAT JN.,SEALDAH,SATURDAY,Weekend
33521,SDAH - HNB L,SEALDAH,HASANABAD,SATURDAY,Weekend
33536,HNB-SDAH LOC,HASANABAD,SEALDAH,SATURDAY,Weekend
33611,SDAH-DTK LOC,SEALDAH,DATTAPUKUR,SATURDAY,Weekend
33615,SDAH - DTK L,SEALDAH,DATTAPUKUR,SATURDAY,Weekend
33617,SDAH - DTK L,SEALDAH,DATTAPUKUR,SATURDAY,Weekend
33620,DTK-SDAH LOC,DATTAPUKUR,SEALDAH,SATURDAY,Weekend
33621,SDAH-DTK LOC,SEALDAH,DATTAPUKUR,SATURDAY,Weekend
33626,DTK-SDAH LOC,DATTAPUKUR,SEALDAH,SATURDAY,Weekend
33653,SDAH-HB LOCA,SEALDAH,HABRA,SATURDAY,Weekend
33657,SDAH-HB LOCA,SEALDAH,HABRA,SATURDAY,Weekend
33712,BNJ - RHA LO,BANGAON JN.,RANAGHAT JN.,SATURDAY,Weekend
33713,RHA - BNJ LO,RANAGHAT JN.,BANGAON JN.,SATURDAY,Weekend
33723,RHA - BNJ LO,RANAGHAT JN.,BANGAON JN.,SATURDAY,Weekend
33730,BNJ - RHA LO,BANGAON JN.,RANAGHAT JN.,SATURDAY,Weekend
33732,BNJ - RHA LO,BANGAON JN.,RANAGHAT JN.,SATURDAY,Weekend
33813,SDAH-BNJ LOC,SEALDAH,BANGAON JN.,SATURDAY,Weekend
33831,SDAH - BNJ L,SEALDAH,BANGAON JN.,SATURDAY,Weekend
33838,BNJ - SDAH L,BANGAON JN.,SEALDAH,SATURDAY,Weekend
33847,SDAH - BNJ L,SEALDAH,BANGAON JN.,SATURDAY,Weekend
33850,BNJ - SDAH L,BANGAON JN.,SEALDAH,SATURDAY,Weekend
33861,SDAH - BNJ L,SEALDAH,BANGAON JN.,SATURDAY,Weekend
34062,BNJ - CG LOC,BANGAON JN.,CANNING,SATURDAY,Weekend
34111,BGB - SDAH L,BUDGE BUDGE,SEALDAH,SATURDAY,Weekend
34113,BGB - SDAH L,BUDGE BUDGE,SEALDAH,SATURDAY,Weekend
34124,SDAH-BGB LOC,SEALDAH,BUDGE BUDGE,SATURDAY,Weekend
34126,SDAH-BGB LOC,SEALDAH,BUDGE BUDGE,SATURDAY,Weekend
34130,SDAH-BGB LOC,SEALDAH,BUDGE BUDGE,SATURDAY,Weekend
34143,BGB - SDAH L,BUDGE BUDGE,SEALDAH,SATURDAY,Weekend
34159,BGB - SDAH L,BUDGE BUDGE,SEALDAH,SATURDAY,Weekend
34164,SDAH-BGB LOC,SEALDAH,BUDGE BUDGE,SATURDAY,Weekend
34165,BGB-SDAH LOC,BUDGE BUDGE,SEALDAH,SATURDAY,Weekend
34354,SPR - CG LOC,SONARPUR JN.,CANNING,SATURDAY,Weekend
34356,SPR - CG LOC,SONARPUR JN.,CANNING,SATURDAY,Weekend
34416,SDAH- SPR LO,SEALDAH,SONARPUR JN.,SATURDAY,Weekend
34511,CG - SDAH  L,CANNING,SEALDAH,SATURDAY,Weekend
34524,SDAH - CG LO,SEALDAH,CANNING,SATURDAY,Weekend
34535,CG - SDAH  L,CANNING,SEALDAH,SATURDAY,Weekend
34537,CG - SDAH  L,CANNING,SEALDAH,SATURDAY,Weekend
34632,SDAH - BRP L,SEALDAH,BARUIPUR JN.,SATURDAY,Weekend
34640,SDAH - BRP L,SEALDAH,BARUIPUR JN.,SATURDAY,Weekend
34647,BRP - SDAH L,BARUIPUR JN.,SEALDAH,SATURDAY,Weekend
34716,SDAH-LKPR LO,SEALDAH,LAKSHMIKANTAPUR,SATURDAY,Weekend
34718,SDAH-LKPR LO,SEALDAH,LAKSHMIKANTAPUR,SATURDAY,Weekend
34730,SDAH-LKPR LO,SEALDAH,LAKSHMIKANTAPUR,SATURDAY,Weekend
34737,LKPR - SDAH,LAKSHMIKANTAPUR,SEALDAH,SATURDAY,Weekend
34741,LKPR - SDAH,LAKSHMIKANTAPUR,SEALDAH,SATURDAY,Weekend
34752,SDAH-LKPR LO,SEALDAH,LAKSHMIKANTAPUR,SATURDAY,Weekend
34755,LKPR - SDAH,LAKSHMIKANTAPUR,SEALDAH,SATURDAY,Weekend
34757,LKPR - SDAH,LAKSHMIKANTAPUR,SEALDAH,SATURDAY,Weekend
34817,DH - SDAH LO,DIAMOND HARBOUR,SEALDAH,SATURDAY,Weekend
34819,DH - SDAH LO,DIAMOND HARBOUR,SEALDAH,SATURDAY,Weekend
34821,DH - SDAH LO,DIAMOND HARBOUR,SEALDAH,SATURDAY,Weekend
34827,DH - SDAH LO,DIAMOND HARBOUR,SEALDAH,SATURDAY,Weekend
34835,DH - SDAH LO,DIAMOND HARBOUR,SEALDAH,SATURDAY,Weekend
34836,SDAH-DH LOCA,SEALDAH,DIAMOND HARBOUR,SATURDAY,Weekend
34838,SDAH-DH LOCA,SEALDAH,DIAMOND HARBOUR,SATURDAY,Weekend
34852,SDAH-DH LOCA,SEALDAH,DIAMOND HARBOUR,SATURDAY,Weekend
34856,SDAH-DH LOCA,SEALDAH,DIAMOND HARBOUR,SATURDAY,Weekend
34913,NMKA - LKPR,NAMKHANA,LAKSHMIKANTAPUR,SATURDAY,Weekend
34915,NMKA - LKPR,NAMKHANA,LAKSHMIKANTAPUR,SATURDAY,Weekend
34929,NMKA - LKPR,NAMKHANA,LAKSHMIKANTAPUR,SATURDAY,Weekend
35019,BWN BGNA LOC,BARDDHAMAN JN.,BALGONA,SATURDAY,Weekend
36032,CDAE-HWH LOC,CHANDANPUR,HOWRAH JN.,SATURDAY,Weekend
36088,MSAE-HWH LOC,MASAGRAM,HOWRAH JN.,SATURDAY,Weekend
36815,HWH-BWN LOCA,HOWRAH JN.,BARDDHAMAN JN.,SATURDAY,Weekend
36817,HWH-BWN LOCA,HOWRAH JN.,BARDDHAMAN JN.,SATURDAY,Weekend
36818,BWN-HWH(CHOR,BARDDHAMAN JN.,HOWRAH JN.,SATURDAY,Weekend
36827,HWH - BWN(CH,HOWRAH JN.,BARDDHAMAN JN.,SATURDAY,Weekend
36830,BWN-HWH(CHOR,BARDDHAMAN JN.,HOWRAH JN.,SATURDAY,Weekend
36838,BWN-HWH(CHOR,BARDDHAMAN JN.,HOWRAH JN.,SATURDAY,Weekend
36841,HWH - BWN (C,HOWRAH JN.,BARDDHAMAN JN.,SATURDAY,Weekend
36844,BWN-HWH(CHOR,BARDDHAMAN JN.,HOWRAH JN.,SATURDAY,Weekend
36846,BWN-HWH(CHOR,BARDDHAMAN JN.,HOWRAH JN.,SATURDAY,Weekend
36847,HWH - BWN (C,HOWRAH JN.,BARDDHAMAN JN.,SATURDAY,Weekend
36856,BWN-HWH(CHOR,BARDDHAMAN JN.,HOWRAH JN.,SATURDAY,Weekend
36858,BWN-HWH(CHOR,BARDDHAMAN JN.,HOWRAH JN.,SATURDAY,Weekend
37013,HWH-SRP LOCA,HOWRAH JN.,SHRIRAMPUR,SATURDAY,Weekend
37018,SRP-HWH LOCA,SHRIRAMPUR,HOWRAH JN.,SATURDAY,Weekend
37044,SHE-HWH LOCA,SEORAPHULI JN.,HOWRAH JN.,SATURDAY,Weekend
37046,SHE-HWH LOCA,SEORAPHULI JN.,HOWRAH JN.,SATURDAY,Weekend
37054,SHE-HWH LOCA,SEORAPHULI JN.,HOWRAH JN.,SATURDAY,Weekend
37058,SHE-HWH LOCA,SEORAPHULI JN.,HOWRAH JN.,SATURDAY,Weekend
37234,BDC-HWH LOCA,BANDEL JN.,HOWRAH JN.,SATURDAY,Weekend
37237,HWH-BDC LOCA,HOWRAH JN.,BANDEL JN.,SATURDAY,Weekend
37238,BDC-HWH LOCA,BANDEL JN.,HOWRAH JN.,SATURDAY,Weekend
37242,BDC-HWH LOCA,BANDEL JN.,HOWRAH JN.,SATURDAY,Weekend
37249,HWH-BDC LOCA,HOWRAH JN.,BANDEL JN.,SATURDAY,Weekend
37254,BDC-HWH LOCA,BANDEL JN.,HOWRAH JN.,SATURDAY,Weekend
37259,HWH-BDC LOCA,HOWRAH JN.,BANDEL JN.,SATURDAY,Weekend
37260,BDC-HWH LOCA,BANDEL JN.,HOWRAH JN.,SATURDAY,Weekend
37274,BDC-HWH LOCA,BANDEL JN.,HOWRAH JN.,SATURDAY,Weekend
37281,HWH - BDC LO,HOWRAH JN.,BANDEL JN.,SATURDAY,Weekend
37284,BDC-HWH LOCA,BANDEL JN.,HOWRAH JN.,SATURDAY,Weekend
37290,BDC LOCAL,BANDEL JN.,HOWRAH JN.,SATURDAY,Weekend
37323,HWH-TAK LOCA,HOWRAH JN.,TARAKESHWAR,SATURDAY,Weekend
37330,TAK-HWH LOCA,TARAKESHWAR,HOWRAH JN.,SATURDAY,Weekend
37338,TAK-HWH LOCA,TARAKESHWAR,HOWRAH JN.,SATURDAY,Weekend
37339,HWH - TAK LO,HOWRAH JN.,TARAKESHWAR,SATURDAY,Weekend
37341,HWH-TAK LOCA,HOWRAH JN.,TARAKESHWAR,SATURDAY,Weekend
37343,HWH-TAK LOCA,HOWRAH JN.,TARAKESHWAR,SATURDAY,Weekend
37344,TAK-HWH LOCA,TARAKESHWAR,HOWRAH JN.,SATURDAY,Weekend
37348,TAK-HWH LOCA,TARAKESHWAR,HOWRAH JN.,SATURDAY,Weekend
37349,HWH-TAK LOCA,HOWRAH JN.,TARAKESHWAR,SATURDAY,Weekend
37351,HWH-TAK LOCA,HOWRAH JN.,TARAKESHWAR,SATURDAY,Weekend
37361,HWH-ARAMBAGH,HOWRAH JN.,ARAMBAG,SATURDAY,Weekend
37368,AMBG-HWH LOC,ARAMBAG,HOWRAH JN.,SATURDAY,Weekend
37385,TAK-AMBG LOC,TARAKESHWAR,ARAMBAG,SATURDAY,Weekend
37386,AMBG-TAK LOC,ARAMBAG,TARAKESHWAR,SATURDAY,Weekend
37389,TAK-GOGT LOC,TARAKESHWAR,ARAMBAG,SATURDAY,Weekend
